Order_ID,Artist,City,Venue,Date,Ticket_Category,Ticket_Price,Buyer_Name,Quantity,Total_Price
ORD00200868,Barasuara,Jakarta,Ciwalk,,Festival,127493,Banara Putra,3,382479
ORD00754984,BERNADYA,Surabaya,JCC,12-30-2024,Gold,217869,Titin Zulaika,3,653607
ORD00677248,Nadin Amizah,Balikpapan,Trans Studio Bandung,2023/10/13,VIP,253466,Belinda Narpati,2,506932
ORD00021669,Maliq & D'Essentials,Makassar,Tennis Indoor Senayan,2025/04/14,Gold,,Ismail Setiawan,1,217869
ORD00631023,pamungkas,Jakarta,sabuga,2024-08-30,Gold,217869,Tira Hastuti,1,217869
ORD00258234,,Balikpapan,Ciwalk,2025-07-16,VIP,253466,"Halima Marpaung, S.Gz",4,1013864
ORD00820020,Dewa 19,Medan,Istora Senayan,,Silver,173669,"Ir. Unjani Laksita, M.M.",3,521007
ORD00264420,Sal Priadi,Jakarta,Lapangan Gasibu,2024/09/15,Festival,127493,"Luthfi Hasanah, S.E.",4,509972
ORD00247674,ARDHITO PRAMONO,Denpasar,,2024-03-27,Festival,127493,"Harimurti Sihombing, S.Kom",4,509972
,Hindia,Surabaya,Istora Senayan,2023-12-31,Silver,173669,"Dr. Tantri Sitompul, S.Gz",3,521007
ORD00815382,Sal Priadi,Jakarta,,2024-08-24,VIP,253466,Cut Rahmi Hakim,3,760398
ORD00158805,Hindia,Semarang,Ciwalk,2023-09-13,VIP,253466,Baktiono Hutasoit,4,1013864
ORD00092014,,Denpasar,JCC,2025-06-22,VIP,253466,"Ratih Rahayu, S.E.I",2,506932
ORD00819511,Noah,Makassar,Sabuga,2024/01/31,Festival,127493,Vivi Palastri,3,
ORD00215533,tulus,Denpasar,taman budaya,2024-07-13,Silver,173669,Hardana Winarsih,2,347338
ORD00733121,fourtwnty,,gedung kesenian jakarta,2025/06/30,Festival,127493,Anastasia Pangestu,3,382479
ORD00695076,TULUS,Bandung,ISTORA SENAYAN,2025-03-10,Festival,127493,,4,509972
ORD00506362,Pamungkas,Surabaya,Sabuga,2024-07-30,VIP,253466,Gantar Prasetyo,1,253466
ORD00399071,YURA YUNITA,Medan,ISTORA SENAYAN,2023-12-22,VIP,253466,Bakda Ardianto,5,1267330
,BARASUARA,Balikpapan,LAPANGAN GASIBU,2024/03/25,VIP,253466,"Puti Zalindra Najmudin, M.Ak",5,1267330
ORD00070693,Fourtwnty,Balikpapan,Taman Budaya,2024-01-12,Gold,217869,Timbul Wibowo,1,217869
ORD00016823,Isyana Sarasvati,Semarang,Taman Budaya,01-20-2025,Gold,217869,,4,871476
ORD00205510,isyana sarasvati,Semarang,lapangan gasibu,2025-07-14,Festival,127493,Liman Suryono,3,382479
ORD00260488,BANDA NEIRA,Denpasar,JCC,2023-09-20,,99999999,Nugraha Pratiwi,3,653607
ORD00595765,Dewa 19,Palembang,Lapangan Gasibu,04-24-2025,Festival,500000000,"Dalima Sitorus, S.Psi",3,382479
ORD00813721,Ardhito Pramono,Denpasar,Lapangan Gasibu,2025-02-01,Gold,217869,Jamil Hidayanto,2,
ORD00750521,Nadin Amizah,Bandung,Taman Budaya,2023-08-25,Silver,173669,Pardi Laksmiwati,3,521007
ORD00512835,MALIQ & D'ESSENTIALS,Palembang,TENNIS INDOOR SENAYAN,2025/02/15,VIP,253466,Daruna Lestari,1,253466
ORD00329991,,Denpasar,Sabuga,2025/04/07,VIP,253466,Diah Hutagalung,5,1267330
ORD00794778,Bernadya,Palembang,Istora Senayan,2023/12/31,Festival,127493,Nabila Prasetyo,2,254986
ORD00197844,SAL PRIADI,Denpasar,CIWALK,2025/07/12,Silver,173669,Ajiono Dabukke,5,868345
ORD00002112,KUNTO AJI,,TRANS STUDIO BANDUNG,2024/02/24,Gold,217869,"Ratna Pradipta, S.Pt",1,217869
ORD00058225,Fiersa Besari,Semarang,Tennis Indoor Senayan,2025/01/21,Gold,217869,Hj. Alika Usada,,871476
ORD00208875,Efek Rumah Kaca,Surabaya,Gedung Kesenian Jakarta,01-08-2024,VIP,253466,Harja Saragih,4,1013864
ORD00323449,SAL PRIADI,Balikpapan,CIWALK,2024-10-02,Festival,127493,"drg. Jaeman Rajata, S.IP",2,254986
ORD00431673,Nadin Amizah,Balikpapan,Sabuga,07-29-2024,VIP,253466,Maria Prabowo,,760398
ORD00674306,Fourtwnty,Makassar,Istora Senayan,2024-12-02,Festival,127493,Nyana Utami,4,509972
ORD00425109,MALIQ & D'ESSENTIALS,Denpasar,ISTORA SENAYAN,2024/12/29,Gold,217869,Banawi Wahyuni,2,435738
ORD00172142,Bernadya,Yogyakarta,Ciwalk,2024-02-27,Festival,127493,Estiawan Susanti,2,254986
ORD00231909,Maliq & D'Essentials,Balikpapan,Sabuga,2024/08/19,Silver,173669,Dalimin Suryatmi,2,347338
ORD00274621,raisa,Semarang,trans studio bandung,2024-03-16,Gold,217869,R. Najwa Nuraini,5,1089345
ORD00539597,Bernadya,Palembang,Sabuga,2024-07-13,Festival,127493,Uchita Astuti,5,637465
ORD00050230,Isyana Sarasvati,Palembang,Trans Studio Bandung,2023-10-12,Silver,173669,Martana Hutagalung,5,868345
ORD00529958,ardhito pramono,Palembang,sabuga,2024/10/06,Silver,99999999,"Dt. Gamanto Lestari, S.E.",4,694676
ORD00201987,Raisa,Bandung,Tennis Indoor Senayan,2023-09-03,Silver,173669,Oni Marbun,1,173669
ORD00617143,Nadin Amizah,Yogyakarta,Jogja Expo Center,2024-10-10,VIP,253466,Mumpuni Mardhiyah,4,1013864
ORD00586053,Maliq & D'Essentials,Medan,Ciwalk,2025/04/04,,500000000,"Zizi Marbun, M.Kom.",3,653607
ORD00114385,Tiara Andini,Balikpapan,Taman Budaya,2024-03-09,Festival,127493,Tgk. Sadina Prakasa,5,637465
,Raisa,Bandung,Tennis Indoor Senayan,2025-01-19,Festival,127493,Laras Ardianto,5,637465
ORD00218392,Maliq & D'Essentials,Surabaya,Ciwalk,02-12-2025,Silver,,Ira Situmorang,1,173669
ORD00222973,yura yunita,Denpasar,taman budaya,2023-12-20,Festival,127493,"Dina Sitorus, M.Pd",2,254986
ORD00163145,ardhito pramono,Medan,tennis indoor senayan,2023/09/19,Silver,500000000,Safina Mandasari,2,347338
ORD00299352,Fiersa Besari,Medan,Taman Budaya,2023/08/29,Festival,127493,Baktianto Siregar,3,382479
ORD00074723,Tiara Andini,,Trans Studio Bandung,01-19-2024,Silver,173669,Harjaya Utama,2,347338
ORD00666193,Fiersa Besari,Palembang,Sabuga,2023-12-23,Festival,127493,"R.M. Himawan Nurdiyanti, S.Sos",1,127493
ORD00230507,Nadin Amizah,Jakarta,,2024/10/21,Gold,217869,Ophelia Rajasa,5,1089345
ORD00814676,Bernadya,Denpasar,Ciwalk,2024-03-08,VIP,253466,"H. Prayoga Gunarto, M.M.",2,506932
ORD00225614,Maliq & D'Essentials,Denpasar,Lapangan Gasibu,10-17-2024,VIP,253466,Eli Prasasta,5,1267330
ORD00766123,Kunto Aji,Surabaya,,02-27-2024,Gold,217869,Jarwa Rahayu,4,871476
ORD00508738,BERNADYA,Balikpapan,CIWALK,2024-05-23,VIP,253466,Okto Farida,4,1013864
ORD00136613,Noah,Balikpapan,Ciwalk,2023-09-08,VIP,253466,Garan Prasasta,5,1267330
,Yura Yunita,Denpasar,Taman Budaya,2023-10-06,Festival,127493,Tgk. Cagak Lestari,1,127493
ORD00531971,Noah,Surabaya,Ciwalk,09-29-2023,Festival,127493,Radika Uwais,3,382479
ORD00533412,ISYANA SARASVATI,Surabaya,GEDUNG KESENIAN JAKARTA,2024-06-22,VIP,253466,"Tgk. Pia Natsir, S.Sos",2,
ORD00755174,bernadya,Surabaya,jcc,12-30-2024,Gold,217869,Lalita Aryani,5,1089345
ORD00608046,SAL PRIADI,Denpasar,LAPANGAN GASIBU,,VIP,253466,Dasa Wibisono,2,506932
ORD00125967,bernadya,Jakarta,gedung kesenian jakarta,2024-05-11,Festival,127493,"Yuliana Aryani, S.H.",,254986
,Raisa,Bandung,Tennis Indoor Senayan,2025-01-19,Festival,127493,Fitria Waluyo,5,637465
ORD00620632,Yura Yunita,Denpasar,JCC,04-03-2024,Silver,173669,"Ir. Malika Jailani, S.T.",3,521007
,YURA YUNITA,Denpasar,TAMAN BUDAYA,2023-12-20,Festival,127493,Febi Situmorang,3,382479
ORD00395997,Noah,Palembang,Istora Senayan,2024/04/04,Silver,173669,Maya Rahmawati,2,347338
ORD00204044,pamungkas,Palembang,sabuga,2025/05/05,Silver,173669,"Tgk. Mutia Manullang, S.I.Kom",5,868345
ORD00592057,isyana sarasvati,Surabaya,istora senayan,09-17-2023,Gold,217869,,4,871476
ORD00340875,Noah,Denpasar,Jogja Expo Center,02-03-2024,Silver,,Ir. Rahman Hasanah,2,347338
ORD00134659,Barasuara,Medan,Taman Budaya,05-01-2025,,127493,Betania Farida,1,127493
ORD00815499,tulus,Makassar,gedung kesenian jakarta,01-23-2025,Gold,217869,,5,1089345
ORD00515023,Yura Yunita,Balikpapan,Taman Budaya,2024-01-13,VIP,253466,Latika Prabowo,3,760398
ORD00072592,Bernadya,Palembang,Istora Senayan,2025-03-13,VIP,253466,drg. Elvina Suryatmi,1,253466
ORD00667893,Raisa,Semarang,Taman Budaya,2024-05-01,Gold,217869,Zaenab Mulyani,3,653607
ORD00334391,hindia,Medan,jcc,2025-02-17,Festival,127493,Hj. Zulfa Megantara,5,637465
ORD00070914,FOURTWNTY,Balikpapan,TAMAN BUDAYA,2024/01/12,Gold,217869,Nabila Utami,4,871476
ORD00353856,,Yogyakarta,taman budaya,2023-08-13,Silver,173669,"R.A. Titi Tamba, S.IP",2,347338
ORD00058717,Tulus,Jakarta,Tennis Indoor Senayan,2025/07/22,Festival,127493,,2,254986
ORD00324590,Barasuara,Palembang,Sabuga,2025/06/04,Silver,173669,Elma Lazuardi,,173669
,barasuara,Surabaya,lapangan gasibu,03-08-2024,Silver,173669,Malik Halimah,2,347338
ORD00474862,nadin amizah,Surabaya,jcc,2025/05/08,Festival,127493,R. Ella Tarihoran,2,254986
ORD00128611,tiara andini,Makassar,sabuga,,Gold,217869,Hj. Gasti Palastri,2,435738
ORD00630180,Pamungkas,Jakarta,Sabuga,2024-08-30,Gold,217869,"Vivi Wahyudin, S.Ked",1,217869
ORD00042063,raisa,Semarang,sabuga,2025-05-25,Festival,1,"Danu Suryatmi, S.Kom",4,509972
ORD00217089,barasuara,Bandung,istora senayan,2024-06-18,Gold,217869,Zalindra Mustofa,4,871476
ORD00061267,Banda Neira,Denpasar,Istora Senayan,,Gold,217869,Digdaya Prasetyo,5,1089345
ORD00675653,ISYANA SARASVATI,Denpasar,JOGJA EXPO CENTER,2025-03-01,VIP,,Ira Yolanda,1,253466
ORD00140407,Raisa,,Taman Budaya,2025-02-13,Silver,173669,Drs. Gatot Simanjuntak,2,347338
ORD00205495,Isyana Sarasvati,Semarang,Lapangan Gasibu,2025-07-14,,127493,Koko Aryani,5,637465
ORD00402137,Efek Rumah Kaca,Palembang,Ciwalk,2025-01-02,Gold,217869,Sari Suwarno,2,435738
ORD00043688,fiersa besari,Bandung,ciwalk,09-18-2023,Festival,1,"Sutan Maman Palastri, S.Ked",4,
ORD00556846,Kunto Aji,Jakarta,Istora Senayan,2024-01-27,VIP,253466,Nadine Purnawati,4,1013864
ORD00517726,PAMUNGKAS,Surabaya,ISTORA SENAYAN,2024/02/22,Festival,127493,R. Yuliana Mahendra,3,382479
ORD00495947,maliq & d'essentials,Palembang,ciwalk,04-08-2024,Festival,127493,Jaeman Sihombing,3,382479
ORD00587096,Dewa 19,Semarang,Jogja Expo Center,2025-03-24,Gold,217869,Atmaja Nashiruddin,4,871476
ORD00357028,Maliq & D'Essentials,Bandung,Taman Budaya,04-05-2024,VIP,253466,"Balamantri Astuti, S.Sos",4,1013864
,Raisa,Palembang,Taman Budaya,2024-01-18,Gold,217869,Septi Prasasta,4,871476
ORD00497779,Maliq & D'Essentials,Balikpapan,Lapangan Gasibu,2024-06-12,Silver,173669,Gadang Saptono,5,868345
ORD00229151,isyana sarasvati,Makassar,ciwalk,2023/09/08,Silver,173669,Putri Rahayu,,868345
ORD00520699,isyana sarasvati,Balikpapan,istora senayan,2024/04/12,VIP,253466,Belinda Laksmiwati,5,1267330
ORD00142507,Barasuara,Medan,Taman Budaya,2024/09/11,VIP,500000000,"Kani Permata, M.Ak",4,1013864
ORD00809258,,Surabaya,Ciwalk,2025-07-04,Silver,1,Dalima Hakim,3,521007
ORD00184511,BANDA NEIRA,Bandung,LAPANGAN GASIBU,2024-06-09,VIP,253466,Laila Pradipta,2,506932
ORD00324631,BARASUARA,Palembang,SABUGA,2025/06/04,Silver,173669,Edi Saragih,1,173669
ORD00450311,Kunto Aji,Medan,Trans Studio Bandung,,Festival,127493,Nasrullah Halimah,4,509972
ORD00172586,raisa,Jakarta,jogja expo center,2024-12-26,VIP,253466,Ika Suryatmi,1,253466
ORD00499283,Ardhito Pramono,Medan,,01-02-2024,Gold,217869,Bagas Usada,3,653607
ORD00226640,isyana sarasvati,Makassar,sabuga,02-16-2025,,173669,Farah Hutapea,2,347338
ORD00723510,sal priadi,Jakarta,jcc,2025/07/12,Gold,217869,Rosman Budiyanto,1,
ORD00363769,Tulus,Surabaya,Jogja Expo Center,04-08-2024,Silver,,"Siti Situmorang, S.Sos",2,347338
ORD00742945,,Surabaya,TAMAN BUDAYA,2023-10-30,VIP,253466,Siska Najmudin,4,1013864
ORD00515438,Pamungkas,Yogyakarta,Tennis Indoor Senayan,2024/08/08,Festival,99999999,Umi Safitri,5,637465
ORD00295470,Tiara Andini,Jakarta,Tennis Indoor Senayan,2025/05/13,Gold,217869,Adinata Gunawan,5,1089345
ORD00718258,Ardhito Pramono,Balikpapan,Jogja Expo Center,2024-03-05,Festival,127493,Titi Kusmawati,5,637465
ORD00100572,,Denpasar,LAPANGAN GASIBU,2025-01-04,Festival,127493,Dr. Jaka Wijaya,2,254986
ORD00363292,yura yunita,Bandung,istora senayan,2024/09/14,Gold,217869,Puti Jasmin Napitupulu,4,871476
ORD00572599,ardhito pramono,Medan,jcc,03-24-2024,Silver,173669,"Devi Kusmawati, M.TI.",5,868345
ORD00447406,NOAH,Yogyakarta,LAPANGAN GASIBU,2024-06-20,Festival,127493,Latika Siregar,1,127493
ORD00186740,Tulus,Makassar,Istora Senayan,2025/02/11,,127493,Titi Ramadan,1,127493
,Pamungkas,Denpasar,Lapangan Gasibu,04-19-2024,Silver,173669,Ajeng Suryono,3,521007
ORD00706923,TIARA ANDINI,Denpasar,TAMAN BUDAYA,2024-11-10,Silver,,"Elvina Yuliarti, M.TI.",4,694676
ORD00423213,fourtwnty,Surabaya,sabuga,04-21-2025,VIP,253466,Sutan Harjaya Megantara,4,1013864
ORD00149757,EFEK RUMAH KACA,Balikpapan,,2025-07-16,VIP,1,"Puti Ophelia Sihombing, M.Ak",1,253466
ORD00218675,noah,Makassar,sabuga,2025-03-25,Silver,173669,"Jarwa Nugroho, S.E.",2,347338
ORD00081499,Yura Yunita,Balikpapan,Lapangan Gasibu,01-07-2024,Festival,127493,Ozy Maryadi,1,127493
ORD00049167,Efek Rumah Kaca,Medan,Istora Senayan,2024-01-22,VIP,253466,Danang Susanti,,1267330
ORD00714805,Maliq & D'Essentials,Semarang,Ciwalk,,Festival,127493,drg. Bella Suwarno,3,382479
ORD00561147,Ardhito Pramono,Palembang,Ciwalk,2024/07/21,Festival,127493,Betania Sinaga,1,127493
ORD00175088,TIARA ANDINI,Bandung,TAMAN BUDAYA,02-06-2025,Festival,127493,Lalita Nasyidah,5,637465
ORD00627060,BANDA NEIRA,Makassar,SABUGA,01-20-2025,VIP,1,"Irma Suartini, M.Kom.",2,506932
ORD00606047,ardhito pramono,Jakarta,istora senayan,2024/09/16,Gold,217869,Puti Silvia Wacana,4,871476
ORD00780500,isyana sarasvati,Balikpapan,jcc,2024-09-25,Silver,173669,Adika Marbun,2,347338
ORD00088736,Ardhito Pramono,Semarang,Tennis Indoor Senayan,2024-10-04,VIP,253466,Purwa Thamrin,5,1267330
,KUNTO AJI,Denpasar,LAPANGAN GASIBU,2025-03-28,Silver,173669,Iriana Winarsih,3,521007
ORD00105096,Sal Priadi,Semarang,Trans Studio Bandung,02-06-2024,VIP,253466,,4,1013864
ORD00077523,Hindia,Medan,Sabuga,2024/02/18,VIP,253466,Darimin Widodo,4,1013864
ORD00226507,Isyana Sarasvati,Makassar,Sabuga,2025-02-16,,173669,Martaka Safitri,5,868345
ORD00793810,SAL PRIADI,Semarang,SABUGA,2023-09-04,Festival,,Drs. Nadia Zulaika,5,637465
ORD00469388,Ardhito Pramono,Medan,Ciwalk,2025/02/22,Festival,127493,"Ade Prayoga, S.H.",3,382479
ORD00152047,EFEK RUMAH KACA,,JCC,01-11-2025,Silver,173669,Keisha Uwais,1,173669
ORD00308380,Tiara Andini,Makassar,Gedung Kesenian Jakarta,2025-01-12,Gold,217869,"Ir. Betania Dongoran, S.E.",4,871476
ORD00466527,Bernadya,Denpasar,Sabuga,2024/09/23,VIP,253466,"Opan Maulana, M.Ak",5,1267330
ORD00572929,ARDHITO PRAMONO,Medan,JCC,2024/03/24,Silver,173669,Fitria Mayasari,5,
ORD00448498,Tiara Andini,Medan,Lapangan Gasibu,2024/01/11,Silver,173669,Zahra Rahayu,2,
ORD00513671,Efek Rumah Kaca,Semarang,Istora Senayan,2025-04-07,Silver,173669,Bambang Usada,5,868345
ORD00687311,efek rumah kaca,Semarang,gedung kesenian jakarta,08-10-2024,Gold,217869,Gandi Simanjuntak,5,1089345
ORD00112453,fourtwnty,Medan,taman budaya,2024/12/04,Silver,173669,"Cut Zaenab Uyainah, S.Pd",2,347338
ORD00581987,maliq & d'essentials,Medan,jogja expo center,2025-01-17,Silver,173669,"Drs. Alika Mustofa, S.E.",5,868345
ORD00418897,Dewa 19,Balikpapan,Trans Studio Bandung,2024/12/18,Festival,127493,Ira Prasasta,1,127493
ORD00448183,noah,Yogyakarta,lapangan gasibu,2024-06-20,Festival,127493,"Zizi Mandasari, S.Sos",5,637465
ORD00060087,DEWA 19,Denpasar,TRANS STUDIO BANDUNG,2024-12-10,Gold,217869,"Luluh Sihombing, M.TI.",4,
ORD00082227,fourtwnty,Palembang,lapangan gasibu,2024-12-16,Silver,173669,"Wulan Yuniar, S.E.I",2,347338
ORD00799988,TIARA ANDINI,Yogyakarta,TAMAN BUDAYA,08-05-2024,VIP,253466,Paiman Haryanto,4,1013864
ORD00210271,FOURTWNTY,Palembang,JCC,2024/06/01,Gold,217869,Hafshah Widiastuti,4,871476
ORD00503899,Hindia,Yogyakarta,Gedung Kesenian Jakarta,03-11-2025,Festival,127493,Zamira Anggraini,5,637465
ORD00133444,Pamungkas,Denpasar,Lapangan Gasibu,07-16-2025,Festival,127493,Bakianto Usada,2,254986
ORD00773040,Kunto Aji,Jakarta,Gedung Kesenian Jakarta,2023-10-15,Gold,217869,R.A. Rahmi Palastri,3,653607
ORD00758428,Efek Rumah Kaca,Makassar,Tennis Indoor Senayan,2024/12/29,VIP,253466,Prayoga Mulyani,1,253466
ORD00017766,TIARA ANDINI,Denpasar,ISTORA SENAYAN,2024-06-15,VIP,253466,Ajeng Maryati,1,253466
ORD00194940,Noah,Balikpapan,Ciwalk,,Gold,217869,"Jais Hutagalung, S.T.",2,435738
ORD00075509,efek rumah kaca,Jakarta,ciwalk,2023-08-19,Gold,217869,Luwar Winarsih,4,871476
ORD00119624,NADIN AMIZAH,Medan,ISTORA SENAYAN,08-23-2024,Silver,,"R.A. Tami Uyainah, S.E.I",3,521007
ORD00215822,Tulus,Denpasar,Taman Budaya,2024/07/13,Silver,173669,"Dr. Digdaya Pangestu, M.M.",2,
ORD00804165,isyana sarasvati,Surabaya,lapangan gasibu,11-26-2023,VIP,,Puti Hamima Lestari,2,506932
ORD00259003,Isyana Sarasvati,Jakarta,Taman Budaya,2025-02-28,Gold,217869,Zulaikha Yolanda,5,1089345
ORD00283973,,Yogyakarta,Ciwalk,2023/10/23,Gold,217869,"T. Okta Wahyuni, S.I.Kom",3,653607
ORD00217770,maliq & d'essentials,Surabaya,ciwalk,2025/02/12,Silver,173669,Umay Salahudin,2,347338
ORD00229318,Isyana Sarasvati,Makassar,Ciwalk,,Silver,173669,Harja Maryati,1,173669
ORD00320790,YURA YUNITA,Surabaya,TRANS STUDIO BANDUNG,02-04-2024,Festival,127493,"Ir. Makuta Nainggolan, S.IP",1,
ORD00196602,Kunto Aji,Semarang,Ciwalk,2024-07-19,,253466,Ikin Palastri,5,1267330
ORD00073238,Bernadya,Palembang,Istora Senayan,03-13-2025,VIP,253466,Ibun Zulaika,2,506932
ORD00032064,Banda Neira,Surabaya,Istora Senayan,11-05-2024,VIP,253466,Dt. Asmuni Zulkarnain,5,1267330
ORD00578875,Kunto Aji,Denpasar,Tennis Indoor Senayan,01-12-2025,Gold,217869,"Cut Jane Andriani, M.Farm",1,217869
ORD00379353,Tiara Andini,Makassar,Ciwalk,2025/01/26,Silver,173669,Ayu Wijaya,5,868345
ORD00514140,Banda Neira,Denpasar,Jogja Expo Center,2024-11-05,VIP,253466,Bakda Wasita,4,1013864
ORD00716832,bernadya,Surabaya,taman budaya,2023-08-20,VIP,253466,"dr. Tomi Samosir, M.Pd",4,1013864
ORD00008952,Yura Yunita,Balikpapan,Tennis Indoor Senayan,10-26-2024,Gold,217869,"Dr. Irma Pudjiastuti, M.Ak",2,435738
ORD00352418,Barasuara,Yogyakarta,JCC,2025/06/01,VIP,253466,Laila Kuswandari,5,1267330
ORD00280269,Maliq & D'Essentials,Yogyakarta,Trans Studio Bandung,2025/07/18,Gold,217869,Garda Purwanti,5,1089345
ORD00116664,Raisa,Balikpapan,Gedung Kesenian Jakarta,2023-07-28,Silver,173669,Kamaria Purwanti,3,521007
,Kunto Aji,Bandung,Istora Senayan,2025-02-20,Gold,217869,Anastasia Pudjiastuti,3,653607
ORD00540821,kunto aji,Balikpapan,ciwalk,03-08-2025,Festival,127493,Jane Damanik,1,127493
ORD00211619,yura yunita,Surabaya,ciwalk,,Gold,217869,"Tgk. Eluh Rahayu, M.Kom.",3,653607
ORD00693965,maliq & d'essentials,Palembang,jogja expo center,2023-10-26,Festival,127493,Dipa Kuswoyo,2,
ORD00490827,Ardhito Pramono,Balikpapan,Taman Budaya,2023-11-20,Silver,173669,Drs. Cici Lestari,4,694676
ORD00263744,Ardhito Pramono,Jakarta,Trans Studio Bandung,10-05-2024,Silver,173669,,4,694676
ORD00536871,RAISA,Medan,TRANS STUDIO BANDUNG,09-03-2023,Gold,217869,"Dr. Diana Laksmiwati, S.H.",3,653607
ORD00669961,Ardhito Pramono,Denpasar,,2025-01-25,Gold,217869,Hendra Firmansyah,5,1089345
ORD00242403,Pamungkas,Medan,Jogja Expo Center,2024/02/02,Silver,,Maria Haryanto,3,521007
ORD00104201,Isyana Sarasvati,Surabaya,Ciwalk,2024-09-08,Festival,127493,,1,127493
ORD00721462,Pamungkas,Palembang,Jogja Expo Center,2024/07/12,VIP,253466,"Tgk. Jaiman Nainggolan, M.Ak",3,760398
ORD00733373,Fourtwnty,Denpasar,Gedung Kesenian Jakarta,2025/06/30,Festival,127493,Belinda Santoso,2,254986
ORD00619718,Fiersa Besari,Jakarta,,2024-08-12,Festival,127493,"Ibun Damanik, S.IP",1,127493
ORD00182035,Barasuara,Yogyakarta,Taman Budaya,,Gold,217869,Raditya Hardiansyah,1,217869
ORD00357022,Maliq & D'Essentials,Bandung,Taman Budaya,2024/04/05,VIP,253466,Sakti Firmansyah,2,
ORD00129499,Efek Rumah Kaca,,Taman Budaya,2024/09/09,Silver,173669,"Dr. Vinsen Oktaviani, S.E.",4,694676
ORD00110775,hindia,Makassar,,02-28-2025,Festival,127493,Ani Uyainah,2,254986
ORD00304498,fourtwnty,Makassar,jcc,2024/09/26,Gold,217869,R. Bakiono Mayasari,2,435738
ORD00795552,Raisa,Makassar,Sabuga,2024-02-18,Silver,173669,Jane Uwais,4,694676
ORD00789976,Sal Priadi,Denpasar,Lapangan Gasibu,2024-08-31,,253466,"R.A. Janet Mustofa, M.Farm",2,506932
ORD00400378,ardhito pramono,Medan,sabuga,2025-07-25,Gold,217869,Rika Budiyanto,4,871476
ORD00659317,barasuara,Jakarta,jcc,01-10-2024,Festival,127493,Malika Nugroho,5,637465
ORD00482562,dewa 19,Makassar,tennis indoor senayan,2025-01-30,VIP,253466,Hasna Laksmiwati,5,1267330
ORD00778367,,Palembang,Istora Senayan,2024-06-01,Gold,217869,Kunthara Aryani,3,653607
ORD00159661,dewa 19,Jakarta,trans studio bandung,2024-10-24,VIP,253466,"R.A. Maimunah Siregar, S.IP",3,760398
ORD00383169,Yura Yunita,Jakarta,Trans Studio Bandung,,Festival,127493,Warta Pradana,3,382479
ORD00226140,MALIQ & D'ESSENTIALS,Denpasar,LAPANGAN GASIBU,2024-10-17,VIP,253466,R.A. Icha Habibi,1,253466
ORD00733016,Fourtwnty,Denpasar,Gedung Kesenian Jakarta,06-30-2025,Festival,127493,Karen Prakasa,4,509972
ORD00690879,Pamungkas,Makassar,Taman Budaya,2023-11-18,VIP,253466,"Mila Rajata, S.Ked",4,1013864
ORD00583423,efek rumah kaca,Jakarta,taman budaya,2025-05-16,Silver,173669,Dian Kusumo,4,
ORD00664473,tiara andini,Makassar,sabuga,2023-10-12,VIP,253466,Shakila Adriansyah,2,506932
ORD00124417,FOURTWNTY,Semarang,JOGJA EXPO CENTER,08-23-2024,Silver,,"Dr. Elisa Nasyiah, S.Psi",5,868345
ORD00828338,bernadya,Jakarta,sabuga,2024-06-12,Silver,173669,Nilam Riyanti,1,173669
ORD00285814,Efek Rumah Kaca,Jakarta,Taman Budaya,2024-09-27,VIP,253466,Nadia Najmudin,,253466
ORD00630024,FOURTWNTY,Medan,JCC,2023/08/02,VIP,253466,Paulin Widodo,,253466
ORD00800845,,Palembang,Tennis Indoor Senayan,10-28-2023,Gold,217869,Faizah Gunawan,3,653607
ORD00174661,Noah,Semarang,Trans Studio Bandung,2024-09-16,Festival,127493,"Gaiman Kurniawan, S.T.",1,127493
ORD00223585,Ardhito Pramono,Denpasar,,03-12-2024,VIP,253466,"Elvina Halim, M.M.",1,253466
ORD00053212,Fourtwnty,,Ciwalk,2024/11/30,Silver,173669,Tgk. Maida Anggraini,3,521007
ORD00287512,Banda Neira,Denpasar,Ciwalk,2024/02/29,VIP,253466,Cici Hutasoit,2,506932
ORD00526572,Isyana Sarasvati,Surabaya,Gedung Kesenian Jakarta,2024-11-20,VIP,253466,drg. Enteng Hidayanto,3,760398
ORD00129556,Efek Rumah Kaca,Medan,Taman Budaya,2024/09/09,Silver,173669,Arta Yulianti,1,173669
ORD00542057,Dewa 19,Medan,Gedung Kesenian Jakarta,2024/02/27,VIP,253466,Vicky Siregar,1,253466
ORD00295747,tiara andini,Jakarta,tennis indoor senayan,2025-05-13,Gold,217869,Silvia Saputra,5,1089345
ORD00187311,Noah,Yogyakarta,Trans Studio Bandung,09-06-2023,VIP,253466,Ratna Prakasa,1,253466
ORD00275288,efek rumah kaca,Denpasar,tennis indoor senayan,2024-11-12,Gold,217869,Hj. Victoria Pratama,2,435738
ORD00008562,NOAH,Yogyakarta,LAPANGAN GASIBU,2023/10/01,VIP,253466,Dipa Tamba,5,1267330
ORD00659453,Barasuara,Jakarta,JCC,2024/01/10,Festival,127493,,3,382479
ORD00210160,,Palembang,JCC,2024-06-01,Gold,99999999,"Darmana Pranowo, S.Farm",2,435738
ORD00676594,Fiersa Besari,Balikpapan,Taman Budaya,08-10-2024,Festival,127493,Gaduh Megantara,1,127493
ORD00268453,Hindia,Yogyakarta,JCC,2025/06/09,VIP,253466,,3,760398
